qid,docno,label
51,AP890501-0225,0
51,AP890501-0272,0
51,AP890502-0260,0
51,AP890503-0279,0
51,AP890503-0307,0
51,AP890505-0092,0
51,AP890510-0260,0
51,AP890518-0275,0
51,AP890520-0011,1
51,AP890521-0093,0
51,AP890523-0018,0
51,AP890523-0141,0
51,AP890523-0235,0
51,AP890524-0272,0
51,AP890526-0221,0
51,AP890526-0222,1
51,AP890604-0055,0
51,AP890606-0198,0
51,AP890608-0149,0
51,AP890608-0253,0
51,AP890612-0290,0
51,AP890613-0271,0
51,AP890621-0233,0
51,AP890622-0312,0
51,AP890629-0275,0
51,AP890630-0114,0
51,AP890705-0195,0
51,AP890705-0196,1
51,AP890707-0209,0
51,AP890708-0097,0
51,AP890712-0120,0
51,AP890716-0011,0
51,AP890721-0245,0
51,AP890727-0268,0
51,AP890731-0272,0
51,AP890802-0211,0
51,AP890816-0147,0
51,AP890816-0187,0
51,AP890816-0263,0
51,AP890817-0223,0
51,AP890817-0225,0
51,AP890830-0228,0
51,AP890906-0248,0
51,AP890906-0284,1
51,AP890907-0273,0
51,AP890908-0222,1
51,AP890913-0264,0
51,AP890921-0135,0
51,AP891002-0334,0
51,AP891006-0222,1
51,AP891010-0258,0
51,AP891011-0181,0
51,AP891011-0255,0
51,AP891011-0257,0
51,AP891017-0091,0
51,AP891024-0145,0
51,AP891024-0197,0
51,AP891027-0233,0
51,AP891030-0124,0
51,AP891101-0042,0
51,AP891101-0286,0
51,AP891115-0284,0
51,AP891117-0154,0
51,AP891117-0213,0
51,AP891117-0214,0
51,AP891122-0136,0
51,AP891123-0040,0
51,AP891126-0082,0
51,AP891204-0277,0
51,AP891208-0192,0
51,AP891212-0194,0
51,AP891214-0204,0
51,AP891215-0260,0
51,AP891221-0274,0
51,AP891225-0071,0
52,AP880218-0018,0
52,AP880223-0233,0
52,AP880224-0132,1
52,AP880224-0253,1
52,AP880225-0159,1
52,AP880225-0247,1
52,AP880228-0045,0
52,AP880301-0056,1
52,AP880301-0196,1
52,AP880302-0061,1
52,AP880302-0129,1
52,AP880302-0232,1
52,AP880303-0086,1
52,AP880303-0248,0
52,AP880307-0121,1
52,AP880307-0200,1
52,AP880308-0200,1
52,AP880309-0020,0
52,AP880309-0081,1
52,AP880316-0247,1
52,AP880316-0264,1
52,AP880317-0193,1
52,AP880318-0093,1
52,AP880322-0306,0
52,AP880323-0009,1
52,AP880323-0281,0
52,AP880324-0287,0
52,AP880326-0085,1
52,AP880329-0094,0
52,AP880403-0033,1
52,AP880405-0172,0
52,AP880408-0220,0
52,AP880413-0094,1
52,AP880418-0270,0
52,AP880419-0040,1
52,AP880419-0242,0
52,AP880421-0027,1
52,AP880423-0098,0
52,AP880423-0181,0
52,AP880428-0105,1
52,AP880428-0175,0
52,AP880429-0147,1
52,AP880429-0212,0
52,AP880504-0011,1
52,AP880504-0025,1
52,AP880504-0173,1
52,AP880505-0150,1
52,AP880507-0056,1
52,AP880507-0195,1
52,AP880509-0254,1
52,AP880511-0226,1
52,AP880512-0021,1
52,AP880512-0029,1
52,AP880512-0159,1
52,AP880512-0223,1
52,AP880516-0034,1
52,AP880517-0215,1
52,AP880518-0235,1
52,AP880520-0164,1
52,AP880520-0238,1
52,AP880520-0256,0
52,AP880521-0032,1
52,AP880522-0060,1
52,AP880523-0010,0
52,AP880523-0283,1
52,AP880525-0050,0
52,AP880525-0177,1
52,AP880526-0214,1
52,AP880526-0253,1
52,AP880527-0053,1
52,AP880527-0069,1
52,AP880527-0198,1
52,AP880527-0206,1
52,AP880528-0130,1
52,AP880529-0069,1
52,AP880530-0148,1
52,AP880602-0136,1
52,AP880602-0150,1
52,AP880603-0023,1
52,AP880603-0129,0
52,AP880603-0180,0
52,AP880607-0076,0
52,AP880607-0138,0
52,AP880608-0024,1
52,AP880608-0114,0
52,AP880609-0191,1
52,AP880610-0118,1
52,AP880610-0233,1
52,AP880611-0081,1
52,AP880613-0192,1
52,AP880613-0261,0
52,AP880617-0151,1
52,AP880620-0146,1
52,AP880621-0016,1
52,AP880622-0193,1
52,AP880623-0051,1
52,AP880625-0032,1
52,AP880627-0262,1
52,AP880702-0160,0
52,AP880702-0164,1
52,AP880712-0117,0
52,AP880713-0195,1
52,AP880713-0264,0
52,AP880714-0177,1
52,AP880715-0005,1
52,AP880716-0098,1
52,AP880717-0040,1
52,AP880718-0205,0
52,AP880719-0084,1
52,AP880719-0203,1
52,AP880723-0127,0
52,AP880725-0083,0
52,AP880725-0295,0
52,AP880727-0097,1
52,AP880801-0006,1
52,AP880801-0121,1
52,AP880802-0167,1
52,AP880803-0080,1
52,AP880803-0082,1
52,AP880803-0295,0
52,AP880809-0016,1
52,AP880810-0331,1
52,AP880811-0301,1
52,AP880812-0070,1
52,AP880812-0079,1
52,AP880812-0099,1
52,AP880812-0113,1
52,AP880812-0144,1
52,AP880822-0029,0
52,AP880825-0082,1
52,AP880825-0166,1
52,AP880826-0148,1
52,AP880826-0200,1
52,AP880905-0021,1
52,AP880905-0141,1
52,AP880906-0050,0
52,AP880908-0274,1
52,AP880908-0275,0
52,AP880909-0020,1
52,AP880910-0039,1
52,AP880910-0084,1
52,AP880910-0117,1
52,AP880910-0152,1
52,AP880911-0050,1
52,AP880911-0079,0
52,AP880912-0023,1
52,AP880914-0084,1
52,AP880914-0123,1
52,AP880914-0233,1
52,AP880915-0030,1
52,AP880919-0052,1
52,AP880919-0128,1
52,AP880919-0151,0
52,AP880920-0257,0
52,AP880921-0238,0
52,AP881001-0084,1
52,AP881003-0025,1
52,AP881003-0240,0
52,AP881003-0344,0
52,AP881004-0196,1
52,AP881011-0010,1
52,AP881011-0199,0
52,AP881013-0012,1
52,AP881018-0090,1
52,AP881022-0031,0
52,AP881024-0019,1
52,AP881024-0094,1
52,AP881024-0198,1
52,AP881025-0220,0
52,AP881025-0223,0
52,AP881027-0110,0
52,AP881028-0008,1
52,AP881029-0072,0
52,AP881029-0102,0
52,AP881030-0032,1
52,AP881102-0070,1
52,AP881102-0266,1
52,AP881107-0171,1
52,AP881110-0256,1
52,AP881117-0225,1
52,AP881119-0150,0
52,AP881122-0188,1
52,AP881122-0233,1
52,AP881124-0014,0
52,AP881129-0111,0
52,AP881201-0082,0
52,AP881205-0178,1
52,AP881210-0129,1
52,AP881216-0156,1
52,AP881219-0081,1
52,AP881220-0207,1
52,AP881222-0289,0
52,AP881228-0195,1
52,AP881231-0039,1
52,AP890104-0218,1
52,AP890104-0221,1
52,AP890105-0245,0
52,AP890105-0284,0
52,AP890106-0200,1
52,AP890109-0116,1
52,AP890109-0209,0
52,AP890110-0077,1
52,AP890113-0170,0
52,AP890116-0015,0
52,AP890116-0077,1
52,AP890116-0127,0
52,AP890117-0041,0
52,AP890117-0161,1
52,AP890118-0251,0
52,AP890119-0172,0
52,AP890119-0302,0
52,AP890119-0349,0
52,AP890123-0244,1
52,AP890124-0280,0
52,AP890125-0035,0
52,AP890126-0104,0
52,AP890131-0203,1
52,AP890131-0280,0
52,AP890203-0004,0
52,AP890203-0158,0
52,AP890204-0097,0
52,AP890205-0052,1
52,AP890206-0122,1
52,AP890206-0216,1
52,AP890207-0230,0
52,AP890208-0011,0
52,AP890208-0168,1
52,AP890208-0259,0
52,AP890208-0283,1
52,AP890210-0102,1
52,AP890210-0167,1
52,AP890210-0190,0
52,AP890211-0129,0
52,AP890215-0233,0
52,AP890217-0055,0
52,AP890220-0085,0
52,AP890221-0180,0
52,AP890222-0098,0
52,AP890222-0119,0
52,AP890222-0238,0
52,AP890223-0032,1
52,AP890223-0223,0
52,AP890224-0141,1
52,AP890224-0197,1
52,AP890227-0108,0
52,AP890228-0165,1
52,AP890301-0101,1
52,AP890310-0316,0
52,AP890311-0101,0
52,AP890315-0081,0
52,AP890315-0152,0
52,AP890315-0230,0
52,AP890315-0285,0
52,AP890315-0293,0
52,AP890318-0138,0
52,AP890319-0076,0
52,AP890319-0095,0
52,AP890320-0191,1
52,AP890322-0226,0
52,AP890322-0306,0
52,AP890324-0104,1
52,AP890325-0054,0
52,AP890325-0067,0
52,AP890326-0041,1
52,AP890328-0151,1
52,AP890330-0045,1
52,AP890330-0106,1
52,AP890330-0264,0
52,AP890401-0035,1
52,AP890403-0130,0
52,AP890405-0131,0
52,AP890405-0219,1
52,AP890405-0292,0
52,AP890406-0102,0
52,AP890407-0081,1
52,AP890408-0090,0
52,AP890413-0262,0
52,AP890416-0018,0
52,AP890418-0079,0
52,AP890419-0227,0
52,AP890422-0010,0
52,AP890424-0048,1
52,AP890424-0184,1
52,AP890424-0215,0
52,AP890424-0225,1
52,AP890425-0188,1
52,AP890425-0229,0
52,AP890426-0025,1
52,AP890426-0156,1
52,AP890426-0193,0
52,AP890426-0284,1
52,AP890428-0253,1
52,AP890429-0015,0
52,AP890429-0065,1
52,AP890429-0106,1
52,AP890429-0140,1
52,AP890501-0247,0
52,AP890502-0065,0
52,AP890502-0075,1
52,AP890503-0017,1
52,AP890503-0055,1
52,AP890504-0040,0
52,AP890504-0090,0
52,AP890504-0122,0
52,AP890504-0251,0
52,AP890505-0111,1
52,AP890505-0155,0
52,AP890507-0095,1
52,AP890516-0059,1
52,AP890516-0124,1
52,AP890517-0019,1
52,AP890517-0086,1
52,AP890517-0154,1
52,AP890517-0159,1
52,AP890517-0286,0
52,AP890518-0097,0
52,AP890518-0102,1
52,AP890518-0155,1
52,AP890519-0214,0
52,AP890521-0093,0
52,AP890522-0054,1
52,AP890522-0073,0
52,AP890522-0110,1
52,AP890524-0041,0
52,AP890524-0208,1
52,AP890525-0004,0
52,AP890527-0097,0
52,AP890601-0093,1
52,AP890602-0130,0
52,AP890607-0006,1
52,AP890607-0145,1
52,AP890607-0222,1
52,AP890608-0204,0
52,AP890609-0067,1
52,AP890609-0143,0
52,AP890611-0053,0
52,AP890614-0222,0
52,AP890616-0128,0
52,AP890617-0012,0
52,AP890617-0078,0
52,AP890619-0116,0
52,AP890621-0104,1
52,AP890621-0180,0
52,AP890621-0205,0
52,AP890622-0162,1
52,AP890622-0173,0
52,AP890623-0089,1
52,AP890626-0127,1
52,AP890626-0148,1
52,AP890626-0178,1
52,AP890626-0199,0
52,AP890627-0114,0
52,AP890627-0241,1
52,AP890628-0142,1
52,AP890628-0187,0
52,AP890629-0124,1
52,AP890629-0157,0
52,AP890630-0037,0
52,AP890630-0147,1
52,AP890705-0174,0
52,AP890705-0195,0
52,AP890707-0068,0
52,AP890707-0125,0
52,AP890707-0162,0
52,AP890708-0048,1
52,AP890711-0145,0
52,AP890711-0177,1
52,AP890712-0090,0
52,AP890712-0137,1
52,AP890713-0075,0
52,AP890713-0150,0
52,AP890714-0191,0
52,AP890715-0072,0
52,AP890716-0062,1
52,AP890718-0104,0
52,AP890719-0142,0
52,AP890720-0066,0
52,AP890724-0059,0
52,AP890724-0144,0
52,AP890726-0144,1
52,AP890726-0148,0
52,AP890726-0257,0
52,AP890726-0303,0
52,AP890730-0042,1
52,AP890730-0053,0
52,AP890801-0196,1
52,AP890803-0064,0
52,AP890804-0065,0
52,AP890809-0239,1
52,AP890810-0063,0
52,AP890814-0123,1
52,AP890815-0052,0
52,AP890815-0156,0
52,AP890816-0140,0
52,AP890816-0221,0
52,AP890819-0088,1
52,AP890821-0048,0
52,AP890821-0092,1
52,AP890821-0158,0
52,AP890821-0159,0
52,AP890823-0217,0
52,AP890825-0238,1
52,AP890825-0263,1
52,AP890826-0054,0
52,AP890826-0069,1
52,AP890828-0123,0
52,AP890828-0224,1
52,AP890828-0230,1
52,AP890829-0196,0
52,AP890830-0103,0
52,AP890830-0160,1
52,AP890830-0200,0
52,AP890831-0071,0
52,AP890831-0182,0
52,AP890831-0239,0
52,AP890905-0103,0
52,AP890906-0091,0
52,AP890906-0159,1
52,AP890906-0186,1
52,AP890907-0015,0
52,AP890907-0098,0
52,AP890908-0071,1
52,AP890908-0259,0
52,AP890920-0026,0
52,AP890920-0074,0
52,AP890920-0078,0
52,AP890920-0128,0
52,AP890920-0221,0
52,AP890921-0151,0
52,AP890922-0132,0
52,AP890923-0077,1
52,AP890923-0086,0
52,AP890927-0042,0
52,AP890927-0083,0
52,AP890928-0161,1
52,AP890928-0251,0
52,AP891003-0098,1
52,AP891003-0122,1
52,AP891003-0173,1
52,AP891004-0090,1
52,AP891004-0099,1
52,AP891005-0088,1
52,AP891006-0159,0
52,AP891006-0222,0
52,AP891010-0174,1
52,AP891010-0193,1
52,AP891010-0197,1
52,AP891011-0157,1
52,AP891011-0180,1
52,AP891011-0213,0
52,AP891012-0150,1
52,AP891012-0319,0
52,AP891015-0017,0
52,AP891016-0027,1
52,AP891016-0250,0
52,AP891017-0091,0
52,AP891017-0116,1
52,AP891017-0142,0
52,AP891017-0168,1
52,AP891018-0086,1
52,AP891018-0092,1
52,AP891018-0129,1
52,AP891019-0092,1
52,AP891019-0140,1
52,AP891020-0136,1
52,AP891020-0138,0
52,AP891020-0150,0
52,AP891021-0020,0
52,AP891021-0063,1
52,AP891021-0110,1
52,AP891022-0058,1
52,AP891023-0047,1
52,AP891023-0121,1
52,AP891023-0149,0
52,AP891023-0211,0
52,AP891024-0127,1
52,AP891024-0197,0
52,AP891025-0007,1
52,AP891025-0196,1
52,AP891027-0105,0
52,AP891028-0117,1
52,AP891030-0181,1
52,AP891103-0068,1
52,AP891103-0256,1
52,AP891106-0118,0
52,AP891107-0158,0
52,AP891107-0227,0
52,AP891107-0303,0
52,AP891108-0042,0
52,AP891108-0136,0
52,AP891109-0133,1
52,AP891109-0236,0
52,AP891113-0003,1
52,AP891113-0088,0
52,AP891114-0248,0
52,AP891115-0217,0
52,AP891116-0231,1
52,AP891116-0251,1
52,AP891119-0016,0
52,AP891120-0053,0
52,AP891122-0212,1
52,AP891123-0040,0
52,AP891124-0095,1
52,AP891124-0124,0
52,AP891127-0121,1
52,AP891129-0066,1
52,AP891130-0048,0
52,AP891130-0115,0
52,AP891202-0011,1
52,AP891207-0056,0
52,AP891207-0112,0
52,AP891210-0030,0
52,AP891211-0162,0
52,AP891212-0137,1
52,AP891212-0267,0
52,AP891213-0082,0
52,AP891213-0120,0
52,AP891213-0211,1
52,AP891214-0191,0
52,AP891216-0104,1
52,AP891219-0001,0
52,AP891220-0010,0
52,AP891222-0233,0
52,AP891225-0114,0
52,AP891229-0093,0
53,AP880212-0126,0
53,AP880212-0161,0
53,AP880212-0162,0
53,AP880225-0321,0
53,AP880227-0163,0
53,AP880229-0274,1
53,AP880229-0317,1
53,AP880301-0090,1
53,AP880301-0233,1
53,AP880301-0236,1
53,AP880301-0238,1
53,AP880301-0239,1
53,AP880302-0167,0
53,AP880302-0277,0
53,AP880303-0308,1
53,AP880308-0281,1
53,AP880309-0362,1
53,AP880309-0367,1
53,AP880309-0377,0
53,AP880310-0301,1
53,AP880311-0284,1
53,AP880314-0303,0
53,AP880315-0241,1
53,AP880318-0306,1
53,AP880318-0338,1
53,AP880319-0196,0
53,AP880321-0271,1
53,AP880321-0291,0
53,AP880322-0267,0
53,AP880322-0315,1
53,AP880323-0249,1
53,AP880323-0257,1
53,AP880324-0323,1
53,AP880325-0265,0
53,AP880328-0256,1
53,AP880329-0207,0
53,AP880330-0270,1
53,AP880330-0321,1
53,AP880331-0290,0
53,AP880401-0322,0
53,AP880404-0260,0
53,AP880405-0242,0
53,AP880405-0243,1
53,AP880411-0257,1
53,AP880411-0298,1
53,AP880422-0287,1
53,AP880425-0291,1
53,AP880426-0285,1
53,AP880429-0023,0
53,AP880429-0309,1
53,AP880430-0175,1
53,AP880505-0327,1
53,AP880505-0342,0
53,AP880509-0223,0
53,AP880509-0260,1
53,AP880510-0273,1
53,AP880510-0277,1
53,AP880510-0317,1
53,AP880519-0280,0
53,AP880523-0252,1
53,AP880523-0281,1
53,AP880524-0278,1
53,AP880525-0374,1
53,AP880526-0290,0
53,AP880606-0295,0
53,AP880610-0294,1
53,AP880610-0308,0
53,AP880610-0309,0
53,AP880616-0274,1
53,AP880617-0258,0
53,AP880622-0349,1
53,AP880624-0318,1
53,AP880627-0304,1
53,AP880628-0278,0
53,AP880628-0311,1
53,AP880629-0313,1
53,AP880630-0312,0
53,AP880630-0340,1
53,AP880702-0184,1
53,AP880704-0161,1
53,AP880705-0282,1
53,AP880705-0283,1
53,AP880705-0286,0
53,AP880708-0305,1
53,AP880712-0286,1
53,AP880726-0243,1
53,AP880727-0313,1
53,AP880728-0266,0
53,AP880729-0263,0
53,AP880729-0281,0
53,AP880729-0296,0
53,AP880729-0299,0
53,AP880729-0316,0
53,AP880731-0084,1
53,AP880801-0235,0
53,AP880801-0237,1
53,AP880804-0191,1
53,AP880810-0275,0
53,AP880810-0308,1
53,AP880812-0283,1
53,AP880816-0347,1
53,AP880817-0286,0
53,AP880822-0008,1
53,AP880822-0260,0
53,AP880822-0264,0
53,AP880822-0270,0
53,AP880822-0274,0
53,AP880822-0286,1
53,AP880823-0199,1
53,AP880823-0252,0
53,AP880824-0243,0
53,AP880824-0246,1
53,AP880824-0247,1
53,AP880825-0258,1
53,AP880827-0159,1
53,AP880907-0255,0
53,AP880908-0259,0
53,AP880912-0235,1
53,AP880913-0237,1
53,AP880913-0265,1
53,AP880914-0234,1
53,AP880915-0228,1
53,AP880916-0236,1
53,AP880916-0239,1
53,AP880916-0243,1
53,AP880919-0291,1
53,AP880920-0281,1
53,AP880921-0221,1
53,AP880921-0248,1
53,AP880923-0134,1
53,AP880926-0257,0
53,AP880927-0273,1
53,AP880928-0249,1
53,AP880929-0274,0
53,AP880929-0286,0
53,AP880930-0214,1
53,AP881001-0202,0
53,AP881004-0273,1
53,AP881005-0268,1
53,AP881005-0304,1
53,AP881006-0252,1
53,AP881006-0263,1
53,AP881006-0277,1
53,AP881006-0289,1
53,AP881006-0307,0
53,AP881006-0312,1
53,AP881007-0218,1
53,AP881007-0255,1
53,AP881011-0256,0
53,AP881011-0273,0
53,AP881012-0280,1
53,AP881012-0282,0
53,AP881013-0290,0
53,AP881013-0359,0
53,AP881014-0313,0
53,AP881014-0336,1
53,AP881018-0286,1
53,AP881020-0281,1
53,AP881020-0306,1
53,AP881021-0236,1
53,AP881021-0237,1
53,AP881021-0245,1
53,AP881022-0176,1
53,AP881022-0178,1
53,AP881022-0179,0
53,AP881024-0220,1
53,AP881024-0221,1
53,AP881024-0222,1
53,AP881024-0260,1
53,AP881024-0266,0
53,AP881025-0233,1
53,AP881025-0234,0
53,AP881025-0246,1
53,AP881025-0267,1
53,AP881026-0212,0
53,AP881026-0216,0
53,AP881026-0253,0
53,AP881026-0256,1
53,AP881027-0245,0
53,AP881027-0249,1
53,AP881028-0270,0
53,AP881028-0284,1
53,AP881028-0290,1
53,AP881028-0307,1
53,AP881028-0314,1
53,AP881028-0334,1
53,AP881101-0202,1
53,AP881102-0285,1
53,AP881102-0304,1
53,AP881103-0301,1
53,AP881104-0278,1
53,AP881104-0323,1
53,AP881108-0130,0
53,AP881108-0228,1
53,AP881108-0241,1
53,AP881108-0270,1
53,AP881109-0034,0
53,AP881109-0204,0
53,AP881109-0337,1
53,AP881111-0275,1
53,AP881111-0285,1
53,AP881111-0286,0
53,AP881114-0248,0
53,AP881116-0151,1
53,AP881117-0272,1
53,AP881117-0275,0
53,AP881118-0192,1
53,AP881118-0195,1
53,AP881118-0227,1
53,AP881121-0029,1
53,AP881121-0290,1
53,AP881122-0107,0
53,AP881122-0250,1
53,AP881122-0266,1
53,AP881123-0208,0
53,AP881129-0244,1
53,AP881130-0243,0
53,AP881130-0297,1
53,AP881201-0012,1
53,AP881201-0090,1
53,AP881201-0243,1
53,AP881201-0255,0
53,AP881201-0267,1
53,AP881201-0275,0
53,AP881201-0285,1
53,AP881202-0223,1
53,AP881202-0236,1
53,AP881202-0251,1
53,AP881203-0157,1
53,AP881206-0237,1
53,AP881207-0268,1
53,AP881208-0312,0
53,AP881208-0323,0
53,AP881213-0275,0
53,AP881215-0150,0
53,AP881215-0223,0
53,AP881216-0230,0
53,AP881219-0259,0
53,AP881219-0260,0
53,AP881219-0261,0
53,AP881219-0262,0
53,AP881219-0263,0
53,AP881219-0264,1
53,AP881219-0265,1
53,AP881219-0267,0
53,AP881221-0167,0
53,AP881223-0021,0
53,AP881230-0199,0
53,AP890104-0225,0
53,AP890104-0261,0
53,AP890104-0269,0
53,AP890105-0274,1
53,AP890110-0259,1
53,AP890111-0185,0
53,AP890111-0261,1
53,AP890112-0150,0
53,AP890119-0343,1
53,AP890123-0320,1
53,AP890124-0115,1
53,AP890124-0220,0
53,AP890124-0250,0
53,AP890124-0256,1
53,AP890125-0180,0
53,AP890125-0284,1
53,AP890125-0310,0
53,AP890126-0186,1
53,AP890127-0242,0
53,AP890127-0291,0
53,AP890130-0149,0
53,AP890131-0164,1
53,AP890201-0022,0
53,AP890202-0297,0
53,AP890209-0258,1
53,AP890210-0234,0
53,AP890210-0243,1
53,AP890210-0246,1
53,AP890215-0266,1
53,AP890219-0020,0
53,AP890221-0294,0
53,AP890221-0314,1
53,AP890223-0249,0
53,AP890225-0157,0
53,AP890310-0317,1
53,AP890313-0217,1
53,AP890316-0223,1
53,AP890318-0167,1
53,AP890320-0308,1
53,AP890320-0319,1
53,AP890329-0219,0
53,AP890329-0222,0
53,AP890329-0229,0
53,AP890329-0235,1
53,AP890329-0238,0
53,AP890329-0241,0
53,AP890329-0243,1
53,AP890330-0266,0
53,AP890410-0241,0
53,AP890420-0263,1
53,AP890421-0241,0
53,AP890421-0248,1
53,AP890428-0232,1
53,AP890501-0274,0
53,AP890502-0244,1
53,AP890508-0290,0
53,AP890510-0257,1
53,AP890513-0099,0
53,AP890513-0160,1
53,AP890516-0217,0
53,AP890518-0289,0
53,AP890525-0243,0
53,AP890531-0260,1
53,AP890606-0170,0
53,AP890606-0183,1
53,AP890606-0209,1
53,AP890614-0247,1
53,AP890619-0257,1
53,AP890620-0236,1
53,AP890620-0255,0
53,AP890622-0290,0
53,AP890622-0294,0
53,AP890629-0271,0
53,AP890629-0288,0
53,AP890629-0295,0
53,AP890704-0169,1
53,AP890706-0215,0
53,AP890707-0225,1
53,AP890710-0246,1
53,AP890712-0241,1
53,AP890713-0243,1
53,AP890713-0285,1
53,AP890714-0233,0
53,AP890715-0149,0
53,AP890718-0257,1
53,AP890722-0149,0
53,AP890723-0102,0
53,AP890802-0246,1
53,AP890802-0294,0
53,AP890807-0174,0
53,AP890811-0215,1
53,AP890815-0210,0
53,AP890816-0216,1
53,AP890817-0181,0
53,AP890818-0031,1
53,AP890823-0210,0
53,AP890823-0224,1
53,AP890825-0237,1
53,AP890829-0252,0
53,AP890830-0252,1
53,AP890830-0269,0
53,AP890831-0223,0
53,AP890901-0084,0
53,AP890901-0170,1
53,AP890901-0240,1
53,AP890906-0302,1
53,AP890908-0226,1
53,AP890908-0234,1
53,AP890908-0276,1
53,AP890914-0243,0
53,AP890915-0245,1
53,AP890915-0285,0
53,AP890919-0228,1
53,AP890919-0246,1
53,AP890921-0254,1
53,AP890921-0280,1
53,AP890922-0300,1
53,AP890922-0314,1
53,AP890925-0247,1
53,AP890925-0275,1
53,AP890925-0285,1
53,AP890927-0235,0
53,AP890928-0291,1
53,AP890929-0215,1
53,AP891002-0104,0
53,AP891003-0210,1
53,AP891003-0274,1
53,AP891004-0285,1
53,AP891004-0307,1
53,AP891005-0029,1
53,AP891012-0292,1
53,AP891012-0328,1
53,AP891013-0137,1
53,AP891013-0178,0
53,AP891013-0181,1
53,AP891013-0191,1
53,AP891014-0005,1
53,AP891014-0016,0
53,AP891014-0031,1
53,AP891014-0035,1
53,AP891015-0067,0
53,AP891017-0115,0
53,AP891017-0216,0
53,AP891017-0227,1
53,AP891017-0259,1
53,AP891017-0272,1
53,AP891019-0285,0
53,AP891020-0131,1
53,AP891020-0221,1
53,AP891020-0270,1
53,AP891020-0296,1
53,AP891023-0240,1
53,AP891025-0230,1
53,AP891025-0242,0
53,AP891025-0257,0
53,AP891025-0283,1
53,AP891026-0235,0
53,AP891026-0236,1
53,AP891027-0278,1
53,AP891027-0284,1
53,AP891027-0294,0
53,AP891030-0257,0
53,AP891030-0262,1
53,AP891031-0243,1
53,AP891031-0278,1
53,AP891101-0247,0
53,AP891103-0280,0
53,AP891103-0290,0
53,AP891107-0300,0
53,AP891109-0259,1
53,AP891110-0220,0
53,AP891114-0177,0
53,AP891114-0233,1
53,AP891114-0266,1
53,AP891115-0231,1
53,AP891115-0239,1
53,AP891117-0245,1
53,AP891117-0256,0
53,AP891118-0166,0
53,AP891124-0230,1
53,AP891204-0245,0
53,AP891204-0250,1
53,AP891205-0208,1
53,AP891205-0236,1
53,AP891206-0137,0
53,AP891206-0219,1
53,AP891208-0247,1
53,AP891211-0262,0
53,AP891211-0268,1
53,AP891211-0270,1
53,AP891212-0210,1
53,AP891214-0216,1
