qid,docno,label
51,WSJ870604-0023,0
51,WSJ870604-0083,0
51,WSJ870604-0132,0
51,WSJ870604-0133,1
51,WSJ870608-0138,0
51,WSJ870609-0041,0
51,WSJ870610-0037,0
51,WSJ870610-0038,0
51,WSJ870619-0064,0
51,WSJ870619-0084,0
51,WSJ870622-0159,0
51,WSJ870626-0013,1
51,WSJ870629-0063,0
51,WSJ870629-0132,0
51,WSJ870701-0009,0
51,WSJ870701-0039,0
51,WSJ870703-0176,0
51,WSJ870707-0028,0
51,WSJ870707-0050,0
51,WSJ870708-0147,0
51,WSJ870710-0054,1
51,WSJ870710-0107,0
51,WSJ870717-0047,0
51,WSJ870720-0094,0
51,WSJ870722-0070,0
51,WSJ870723-0143,0
51,WSJ870727-0008,0
51,WSJ870727-0010,1
51,WSJ870729-0021,0
51,WSJ870729-0043,0
51,WSJ870729-0045,0
51,WSJ870804-0071,0
51,WSJ870804-0106,0
51,WSJ870804-0132,0
51,WSJ870806-0018,0
51,WSJ870807-0086,1
51,WSJ870817-0038,1
51,WSJ870821-0011,0
51,WSJ870824-0063,0
51,WSJ870825-0112,0
51,WSJ870826-0110,0
51,WSJ870901-0092,0
51,WSJ870902-0003,0
51,WSJ870902-0004,1
51,WSJ870902-0019,0
51,WSJ870904-0099,0
51,WSJ870910-0136,0
51,WSJ870911-0081,0
51,WSJ870916-0124,0
51,WSJ870916-0134,0
51,WSJ870922-0148,0
51,WSJ870930-0066,0
51,WSJ870930-0098,0
51,WSJ871005-0038,0
51,WSJ871006-0150,0
51,WSJ871008-0148,0
51,WSJ871012-0047,0
51,WSJ871012-0049,1
51,WSJ871012-0070,0
51,WSJ871015-0097,0
51,WSJ871022-0090,0
51,WSJ871028-0092,0
51,WSJ871028-0094,1
51,WSJ871102-0076,0
51,WSJ871103-0154,0
51,WSJ871104-0026,0
51,WSJ871109-0136,0
51,WSJ871116-0108,0
51,WSJ871118-0090,0
51,WSJ871119-0011,0
51,WSJ871119-0142,0
51,WSJ871120-0025,0
51,WSJ871124-0089,1
51,WSJ871130-0005,0
51,WSJ871202-0072,0
51,WSJ871204-0011,0
51,WSJ871204-0041,0
51,WSJ871207-0008,0
51,WSJ871210-0091,0
51,WSJ871210-0138,0
51,WSJ871210-0139,1
51,WSJ871210-0160,0
51,WSJ871211-0050,0
51,WSJ871214-0130,0
51,WSJ871214-0131,1
51,WSJ871216-0111,0
51,WSJ871217-0007,0
51,WSJ871217-0056,0
51,WSJ871218-0125,0
51,WSJ871218-0126,1
51,WSJ871221-0003,0
51,WSJ871221-0126,0
51,WSJ871222-0001,0
51,WSJ871223-0064,0
51,WSJ871229-0075,0
51,WSJ871231-0020,0
51,WSJ871231-0021,1
51,WSJ880104-0154,0
51,WSJ880106-0024,0
51,WSJ880106-0072,0
51,WSJ880107-0184,0
51,WSJ880111-0062,0
51,WSJ880111-0113,0
51,WSJ880112-0098,0
51,WSJ880112-0102,1
51,WSJ880119-0110,0
51,WSJ880120-0186,0
51,WSJ880126-0147,0
51,WSJ880126-0151,0
51,WSJ880129-0160,0
51,WSJ880129-0164,1
51,WSJ880201-0075,0
51,WSJ880201-0079,1
51,WSJ880201-0109,0
51,WSJ880201-0120,0
51,WSJ880203-0062,0
51,WSJ880203-0128,0
51,WSJ880204-0005,0
51,WSJ880205-0129,0
51,WSJ880209-0123,0
51,WSJ880210-0024,1
51,WSJ880212-0035,0
51,WSJ880217-0138,0
51,WSJ880219-0144,0
51,WSJ880223-0066,0
51,WSJ880224-0103,0
51,WSJ880302-0053,0
51,WSJ880307-0042,0
51,WSJ880315-0165,0
51,WSJ880315-0169,1
51,WSJ880318-0010,0
51,WSJ880318-0104,0
51,WSJ880321-0041,0
51,WSJ880321-0045,1
51,WSJ880323-0065,0
51,WSJ880324-0003,0
51,WSJ880324-0006,0
51,WSJ880324-0131,0
51,WSJ880401-0039,0
51,WSJ880401-0043,1
51,WSJ880407-0018,0
51,WSJ880411-0044,1
51,WSJ880413-0024,0
51,WSJ880413-0116,0
51,WSJ880413-0120,1
51,WSJ880413-0135,0
51,WSJ880414-0124,0
51,WSJ880420-0080,0
51,WSJ880422-0023,0
51,WSJ880422-0156,0
51,WSJ880426-0056,0
51,WSJ880427-0159,0
51,WSJ880427-0176,0
51,WSJ880427-0207,0
51,WSJ880428-0001,0
51,WSJ880502-0079,0
51,WSJ880502-0083,0
51,WSJ880503-0114,0
51,WSJ880503-0118,0
51,WSJ880504-0001,0
51,WSJ880505-0009,0
51,WSJ880506-0180,0
51,WSJ880509-0001,0
51,WSJ880510-0081,0
51,WSJ880510-0099,0
51,WSJ880513-0096,1
51,WSJ880513-0109,1
51,WSJ880516-0088,1
51,WSJ880517-0014,0
51,WSJ880517-0074,0
51,WSJ880517-0079,0
51,WSJ880519-0080,0
51,WSJ880519-0110,0
51,WSJ880520-0052,0
51,WSJ880520-0067,0
51,WSJ880520-0087,0
51,WSJ880520-0091,1
51,WSJ880523-0110,0
51,WSJ880523-0158,0
51,WSJ880525-0082,1
51,WSJ880526-0109,0
51,WSJ880526-0116,0
51,WSJ880527-0040,0
51,WSJ880527-0091,0
51,WSJ880531-0065,0
51,WSJ880531-0071,1
51,WSJ880601-0149,0
51,WSJ880613-0152,0
51,WSJ880617-0145,0
51,WSJ880620-0098,0
51,WSJ880620-0116,1
51,WSJ880622-0156,0
51,WSJ880622-0159,1
51,WSJ880624-0001,0
51,WSJ880627-0022,1
51,WSJ880627-0113,0
51,WSJ880628-0044,1
51,WSJ880629-0067,0
51,WSJ880629-0094,0
51,WSJ880630-0104,0
51,WSJ880630-0124,0
51,WSJ880706-0090,0
51,WSJ880707-0098,1
51,WSJ880707-0132,0
51,WSJ880708-0102,0
51,WSJ880708-0184,1
51,WSJ880712-0021,0
51,WSJ880714-0053,0
51,WSJ880715-0130,0
51,WSJ880720-0032,0
51,WSJ880720-0062,0
51,WSJ880721-0009,0
51,WSJ880721-0035,0
51,WSJ880721-0088,0
51,WSJ880722-0163,0
51,WSJ880725-0075,0
51,WSJ880727-0052,0
51,WSJ880727-0156,0
51,WSJ880728-0039,0
51,WSJ880801-0015,0
51,WSJ880801-0068,0
51,WSJ880801-0091,1
51,WSJ880804-0042,0
51,WSJ880804-0044,1
51,WSJ880804-0060,0
51,WSJ880804-0162,1
51,WSJ880805-0140,0
51,WSJ880812-0081,0
51,WSJ880812-0141,0
51,WSJ880818-0074,1
51,WSJ880825-0131,0
51,WSJ880826-0060,0
51,WSJ880831-0042,0
51,WSJ880901-0081,0
51,WSJ880907-0090,1
51,WSJ880907-0111,0
51,WSJ880912-0129,0
51,WSJ880914-0029,0
51,WSJ880915-0084,0
51,WSJ880919-0034,0
51,WSJ880919-0084,0
51,WSJ880923-0050,0
51,WSJ880926-0081,0
51,WSJ880926-0083,1
51,WSJ880926-0093,0
51,WSJ880928-0005,0
51,WSJ880928-0075,0
51,WSJ880928-0193,0
51,WSJ880929-0101,0
51,WSJ880930-0169,0
51,WSJ880930-0202,0
51,WSJ881003-0171,0
51,WSJ881003-0173,0
51,WSJ881004-0179,0
51,WSJ881004-0181,0
51,WSJ881010-0087,0
51,WSJ881012-0055,0
51,WSJ881013-0099,0
51,WSJ881024-0133,0
51,WSJ881025-0085,0
51,WSJ881026-0045,1
51,WSJ881031-0101,0
51,WSJ881102-0103,0
51,WSJ881108-0098,0
51,WSJ881108-0119,1
51,WSJ881109-0119,0
51,WSJ890726-0168,0
51,WSJ890728-0140,0
51,WSJ890731-0057,0
51,WSJ890801-0067,0
51,WSJ890801-0092,0
51,WSJ890803-0009,0
51,WSJ890803-0117,0
51,WSJ890804-0094,0
51,WSJ890804-0098,0
51,WSJ890810-0099,0
51,WSJ890810-0103,1
51,WSJ890810-0160,0
51,WSJ890811-0009,0
51,WSJ890811-0142,0
51,WSJ890814-0059,0
51,WSJ890814-0101,0
51,WSJ890817-0015,0
51,WSJ890818-0129,0
51,WSJ890818-0151,0
51,WSJ890821-0112,0
51,WSJ890830-0069,0
51,WSJ890831-0048,0
51,WSJ890831-0089,0
51,WSJ890901-0049,0
51,WSJ890907-0002,0
51,WSJ890912-0054,0
51,WSJ890913-0001,0
51,WSJ890913-0005,0
51,WSJ890915-0033,0
51,WSJ890915-0155,1
51,WSJ890915-0161,0
51,WSJ890918-0018,0
51,WSJ890920-0143,0
51,WSJ890922-0144,0
51,WSJ890922-0164,0
51,WSJ890927-0097,0
51,WSJ890928-0023,0
51,WSJ890928-0027,0
51,WSJ890928-0041,0
51,WSJ890929-0077,0
51,WSJ891002-0041,0
51,WSJ891003-0010,0
51,WSJ891006-0128,0
51,WSJ891010-0117,0
51,WSJ891011-0007,0
51,WSJ891011-0011,0
51,WSJ891011-0034,0
51,WSJ891011-0038,1
51,WSJ891011-0103,0
51,WSJ891013-0049,0
51,WSJ891016-0102,0
51,WSJ891023-0126,0
51,WSJ891023-0127,0
51,WSJ891027-0107,0
51,WSJ900402-0023,0
51,WSJ900402-0191,0
51,WSJ900404-0147,0
51,WSJ900405-0139,0
51,WSJ900406-0043,0
51,WSJ900410-0080,0
51,WSJ900411-0074,0
51,WSJ900425-0045,0
51,WSJ900425-0162,0
51,WSJ900426-0056,0
51,WSJ900502-0044,0
51,WSJ900509-0055,0
51,WSJ900510-0085,0
51,WSJ900514-0039,0
51,WSJ900516-0112,0
51,WSJ900517-0153,0
51,WSJ900524-0054,1
51,WSJ900525-0070,0
51,WSJ900530-0113,0
51,WSJ900601-0045,0
51,WSJ900604-0146,0
51,WSJ900611-0152,0
51,WSJ900613-0144,0
51,WSJ900615-0048,0
51,WSJ900619-0035,0
51,WSJ900626-0131,0
51,WSJ900705-0008,0
51,WSJ900705-0020,0
51,WSJ900706-0047,0
51,WSJ900706-0096,0
51,WSJ900709-0021,0
51,WSJ900709-0070,0
51,WSJ900709-0085,0
51,WSJ900709-0134,0
51,WSJ900710-0017,0
51,WSJ900711-0022,0
51,WSJ900711-0041,0
51,WSJ900712-0031,0
51,WSJ900713-0169,0
51,WSJ900720-0080,0
51,WSJ900720-0112,0
51,WSJ900720-0157,1
51,WSJ900725-0071,0
51,WSJ900726-0042,0
51,WSJ900726-0070,0
51,WSJ900802-0150,1
51,WSJ900807-0081,0
51,WSJ900808-0139,0
51,WSJ900813-0107,0
51,WSJ900814-0046,0
51,WSJ900816-0042,0
51,WSJ900817-0048,0
51,WSJ900820-0032,0
51,WSJ900820-0109,1
51,WSJ900821-0111,0
51,WSJ900822-0021,0
51,WSJ900822-0107,0
51,WSJ900827-0072,0
51,WSJ900904-0058,0
51,WSJ900907-0056,0
51,WSJ900907-0057,0
51,WSJ900907-0102,0
51,WSJ900907-0137,1
51,WSJ900907-0190,1
51,WSJ900910-0146,1
51,WSJ900913-0069,0
51,WSJ900917-0025,1
51,WSJ900917-0051,0
51,WSJ900920-0002,0
51,WSJ900920-0036,0
51,WSJ900920-0078,1
51,WSJ900925-0025,0
51,WSJ900926-0045,0
51,WSJ901220-0150,1
51,WSJ901220-0174,0
51,WSJ901221-0024,0
51,WSJ901221-0077,1
51,WSJ901221-0180,1
51,WSJ901224-0075,0
51,WSJ901224-0099,0
51,WSJ901226-0065,0
51,WSJ910102-0001,0
51,WSJ910104-0039,0
51,WSJ910109-0130,0
51,WSJ910110-0155,0
51,WSJ910111-0022,0
51,WSJ910121-0090,0
51,WSJ910121-0182,0
51,WSJ910122-0045,0
51,WSJ910128-0100,0
51,WSJ910130-0070,0
51,WSJ910130-0144,1
51,WSJ910201-0041,0
51,WSJ910204-0108,0
51,WSJ910204-0178,0
51,WSJ910211-0104,0
51,WSJ910213-0010,0
51,WSJ910213-0015,0
51,WSJ910213-0024,0
51,WSJ910214-0048,0
51,WSJ910215-0049,1
51,WSJ910215-0052,0
51,WSJ910219-0150,0
51,WSJ910220-0052,0
51,WSJ910304-0073,0
51,WSJ910311-0051,0
51,WSJ910318-0061,0
51,WSJ910325-0003,1
51,WSJ910326-0129,0
51,WSJ910329-0098,0
51,WSJ910404-0016,0
51,WSJ910408-0086,0
51,WSJ910412-0120,0
51,WSJ910423-0184,0
51,WSJ910507-0020,0
51,WSJ910507-0134,0
51,WSJ910517-0087,0
51,WSJ910517-0187,0
51,WSJ910520-0060,0
51,WSJ910522-0165,0
51,WSJ910523-0029,0
51,WSJ910523-0124,0
51,WSJ910523-0171,0
51,WSJ910524-0071,1
51,WSJ910528-0183,0
51,WSJ910529-0037,0
51,WSJ910529-0135,0
51,WSJ910531-0053,1
51,WSJ910531-0172,0
51,WSJ910605-0101,0
51,WSJ910606-0015,0
51,WSJ910607-0113,0
51,WSJ910607-0133,1
51,WSJ910610-0019,0
51,WSJ910612-0036,0
51,WSJ910613-0143,0
51,WSJ910614-0036,0
51,WSJ910617-0005,0
51,WSJ910617-0050,0
51,WSJ910617-0056,0
51,WSJ910618-0082,0
51,WSJ910619-0017,0
51,WSJ910621-0145,1
51,WSJ910621-0171,0
51,WSJ910621-0176,0
51,WSJ910624-0071,1
51,WSJ910624-0076,0
51,WSJ910708-0061,1
51,WSJ910710-0077,0
51,WSJ910715-0053,1
51,WSJ910715-0127,1
51,WSJ910717-0059,0
51,WSJ910723-0090,0
51,WSJ910723-0100,0
51,WSJ910723-0134,0
51,WSJ910725-0113,0
51,WSJ910729-0012,0
51,WSJ910729-0162,0
51,WSJ910730-0064,0
51,WSJ910805-0082,0
51,WSJ910805-0176,0
51,WSJ910806-0091,1
51,WSJ910816-0010,0
51,WSJ910822-0045,0
51,WSJ910823-0106,0
51,WSJ910826-0122,0
51,WSJ910830-0045,0
51,WSJ910904-0007,0
51,WSJ910904-0119,0
51,WSJ910905-0052,0
51,WSJ910911-0052,0
51,WSJ910917-0005,0
51,WSJ910918-0064,0
51,WSJ910925-0011,0
51,WSJ910926-0069,1
51,WSJ910927-0091,1
51,WSJ911002-0024,0
51,WSJ911004-0176,0
51,WSJ911004-0193,0
51,WSJ911007-0036,1
51,WSJ911007-0180,0
51,WSJ911009-0159,0
51,WSJ911018-0136,0
51,WSJ911018-0152,0
51,WSJ911021-0069,0
51,WSJ911022-0172,0
51,WSJ911028-0059,0
51,WSJ911029-0023,0
51,WSJ911101-0120,0
51,WSJ911104-0188,0
51,WSJ911105-0088,1
51,WSJ911108-0119,0
51,WSJ911111-0054,0
51,WSJ911113-0147,0
51,WSJ911114-0059,0
51,WSJ911115-0065,1
51,WSJ911118-0001,0
51,WSJ911118-0006,0
51,WSJ911119-0047,0
51,WSJ911120-0022,0
51,WSJ911120-0033,0
51,WSJ911120-0064,1
51,WSJ911122-0153,0
51,WSJ911125-0146,0
51,WSJ911127-0153,0
51,WSJ911204-0013,0
51,WSJ911204-0020,1
51,WSJ911204-0093,0
51,WSJ911205-0060,1
51,WSJ911206-0005,0
51,WSJ911219-0025,0
51,WSJ911220-0103,0
51,WSJ911220-0119,0
51,WSJ920108-0037,0
51,WSJ920109-0101,0
51,WSJ920110-0067,0
51,WSJ920110-0069,0
51,WSJ920110-0094,1
51,WSJ920113-0060,0
51,WSJ920114-0054,0
51,WSJ920114-0073,1
51,WSJ920115-0015,0
51,WSJ920116-0018,1
51,WSJ920116-0047,0
51,WSJ920116-0080,0
51,WSJ920116-0130,1
51,WSJ920121-0016,0
51,WSJ920121-0151,0
51,WSJ920122-0161,0
51,WSJ920124-0156,0
51,WSJ920128-0088,1
51,WSJ920129-0082,0
51,WSJ920203-0175,0
51,WSJ920211-0134,0
51,WSJ920211-0165,0
51,WSJ920212-0034,0
51,WSJ920213-0011,0
51,WSJ920213-0030,0
51,WSJ920213-0099,0
51,WSJ920218-0155,0
51,WSJ920225-0046,0
51,WSJ920226-0072,0
51,WSJ920227-0058,0
51,WSJ920227-0147,1
51,WSJ920228-0191,1
51,WSJ920302-0119,1
51,WSJ920303-0065,0
51,WSJ920303-0073,0
51,WSJ920304-0144,0
51,WSJ920306-0058,1
51,WSJ920306-0080,0
51,WSJ920312-0029,0
51,WSJ920313-0135,0
51,WSJ920317-0149,0
51,WSJ920319-0151,0
51,WSJ920320-0188,0
52,WSJ861202-0082,0
52,WSJ861203-0025,0
52,WSJ861203-0026,1
52,WSJ861208-0002,1
52,WSJ861209-0140,0
52,WSJ861209-0141,1
52,WSJ861210-0021,1
52,WSJ861210-0109,0
52,WSJ861210-0110,1
52,WSJ861212-0014,0
52,WSJ861212-0015,0
52,WSJ861212-0128,1
52,WSJ861212-0151,1
52,WSJ861216-0001,0
52,WSJ861217-0003,0
52,WSJ861218-0132,0
52,WSJ861223-0106,0
52,WSJ861223-0107,1
52,WSJ861224-0001,0
52,WSJ861224-0184,0
52,WSJ861229-0049,0
52,WSJ861230-0004,0
52,WSJ861231-0015,1
52,WSJ861231-0100,0
52,WSJ861231-0101,1
52,WSJ861231-0118,0
52,WSJ861231-0119,1
52,WSJ870102-0007,0
52,WSJ870102-0038,0
52,WSJ870102-0086,1
52,WSJ870102-0095,0
52,WSJ870102-0166,0
52,WSJ870105-0042,1
52,WSJ870106-0083,0
52,WSJ870108-0159,0
52,WSJ870109-0001,0
52,WSJ870112-0072,0
52,WSJ870112-0073,1
52,WSJ870112-0078,0
52,WSJ870116-0017,0
52,WSJ870122-0160,0
52,WSJ870122-0161,1
52,WSJ870128-0033,0
52,WSJ870129-0011,1
52,WSJ870129-0051,1
52,WSJ870130-0002,0
52,WSJ870204-0022,0
52,WSJ870204-0023,1
52,WSJ870206-0011,0
52,WSJ870210-0002,1
52,WSJ870210-0007,0
52,WSJ870210-0008,1
52,WSJ870210-0033,0
52,WSJ870211-0092,0
52,WSJ870211-0093,1
52,WSJ870211-0099,0
52,WSJ870211-0100,1
52,WSJ870212-0069,0
52,WSJ870213-0015,0
52,WSJ870217-0128,0
52,WSJ870217-0202,1
52,WSJ870219-0032,0
52,WSJ870219-0117,1
52,WSJ870220-0031,1
52,WSJ870223-0018,1
52,WSJ870224-0094,0
52,WSJ870226-0023,0
52,WSJ870227-0109,0
52,WSJ870305-0108,0
52,WSJ870306-0171,1
52,WSJ870311-0007,0
52,WSJ870311-0106,1
52,WSJ870312-0010,0
52,WSJ870312-0011,1
52,WSJ870313-0003,1
52,WSJ870316-0175,0
52,WSJ870319-0078,0
52,WSJ870320-0018,1
52,WSJ870320-0028,0
52,WSJ870320-0029,1
52,WSJ870320-0045,1
52,WSJ870320-0049,0
52,WSJ870320-0158,1
52,WSJ870326-0064,1
52,WSJ870330-0033,0
52,WSJ870402-0010,0
52,WSJ870402-0035,1
52,WSJ870403-0015,0
52,WSJ870403-0016,1
52,WSJ870403-0103,1
52,WSJ870406-0046,0
52,WSJ870407-0106,0
52,WSJ870423-0101,0
52,WSJ870423-0145,1
52,WSJ870428-0004,1
52,WSJ870501-0139,0
52,WSJ870506-0183,0
52,WSJ870513-0009,0
52,WSJ870513-0114,1
52,WSJ870514-0016,1
52,WSJ870514-0105,0
52,WSJ870514-0106,1
52,WSJ870520-0006,0
52,WSJ870526-0059,1
52,WSJ870529-0035,0
52,WSJ870529-0036,1
52,WSJ870601-0081,0
52,WSJ870604-0003,1
52,WSJ870604-0061,1
52,WSJ870604-0081,0
52,WSJ870604-0082,1
52,WSJ870608-0006,0
52,WSJ870608-0031,0
52,WSJ870608-0088,1
52,WSJ870609-0021,0
52,WSJ870609-0022,0
52,WSJ870609-0043,0
52,WSJ870610-0003,0
52,WSJ870611-0096,1
52,WSJ870615-0087,1
52,WSJ870616-0078,0
52,WSJ870617-0113,0
52,WSJ870623-0142,0
52,WSJ870625-0139,0
52,WSJ870630-0028,0
52,WSJ870701-0003,0
52,WSJ870702-0095,0
52,WSJ870703-0042,1
52,WSJ870708-0110,0
52,WSJ870710-0002,0
52,WSJ870710-0026,0
52,WSJ870713-0011,0
52,WSJ870713-0095,0
52,WSJ870714-0156,0
52,WSJ870722-0107,0
52,WSJ870724-0081,0
52,WSJ870728-0023,0
52,WSJ870728-0084,1
52,WSJ870804-0101,0
52,WSJ870804-0103,1
52,WSJ870805-0151,0
52,WSJ870811-0148,0
52,WSJ870812-0149,0
52,WSJ870812-0151,1
52,WSJ870814-0082,1
52,WSJ870821-0119,0
52,WSJ870824-0063,0
52,WSJ870824-0065,1
52,WSJ870825-0142,0
52,WSJ870826-0002,0
52,WSJ870826-0033,0
52,WSJ870828-0017,0
52,WSJ870828-0019,0
52,WSJ870902-0020,0
52,WSJ870904-0114,0
52,WSJ870904-0115,1
52,WSJ870910-0084,0
52,WSJ870915-0164,0
52,WSJ870917-0003,1
52,WSJ870918-0132,0
52,WSJ870918-0164,1
52,WSJ870921-0028,0
52,WSJ870921-0082,0
52,WSJ870921-0083,1
52,WSJ870921-0089,1
52,WSJ870922-0023,0
52,WSJ870922-0148,0
52,WSJ870924-0165,0
52,WSJ870925-0022,0
52,WSJ870928-0071,0
52,WSJ870928-0132,1
52,WSJ870930-0066,0
52,WSJ870930-0087,0
52,WSJ871001-0043,0
52,WSJ871001-0052,1
52,WSJ871001-0073,0
52,WSJ871001-0075,1
52,WSJ871001-0186,0
52,WSJ871002-0096,0
52,WSJ871002-0098,1
52,WSJ871002-0140,0
52,WSJ871002-0142,1
52,WSJ871005-0093,0
52,WSJ871012-0121,0
52,WSJ871012-0123,1
52,WSJ871012-0156,1
52,WSJ871020-0089,0
52,WSJ871022-0050,0
52,WSJ871022-0120,0
52,WSJ871026-0151,1
52,WSJ871030-0045,0
52,WSJ871102-0039,0
52,WSJ871102-0044,0
52,WSJ871103-0051,0
52,WSJ871105-0056,0
52,WSJ871106-0141,1
52,WSJ871110-0054,0
52,WSJ871111-0131,0
52,WSJ871113-0163,0
52,WSJ871119-0013,0
52,WSJ871124-0093,0
52,WSJ871125-0093,1
52,WSJ871127-0022,0
52,WSJ871130-0022,0
52,WSJ871130-0101,0
52,WSJ871204-0012,0
52,WSJ871207-0106,0
52,WSJ871208-0148,0
52,WSJ871210-0147,0
52,WSJ871217-0005,0
52,WSJ871217-0185,1
52,WSJ871223-0082,1
52,WSJ871223-0100,1
52,WSJ871224-0113,0
52,WSJ871228-0070,0
52,WSJ871229-0031,0
52,WSJ880105-0101,1
52,WSJ880107-0130,0
52,WSJ880113-0112,0
52,WSJ880114-0112,1
52,WSJ880115-0138,1
52,WSJ880118-0065,0
52,WSJ880120-0178,0
52,WSJ880121-0108,0
52,WSJ880125-0028,0
52,WSJ880125-0163,0
52,WSJ880126-0001,0
52,WSJ880126-0087,0
52,WSJ880126-0159,0
52,WSJ880127-0005,0
52,WSJ880127-0163,0
52,WSJ880128-0024,0
52,WSJ880203-0021,1
52,WSJ880203-0069,0
52,WSJ880205-0034,0
52,WSJ880208-0098,1
52,WSJ880210-0062,0
52,WSJ880210-0140,0
52,WSJ880211-0096,0
52,WSJ880212-0035,0
52,WSJ880216-0001,0
52,WSJ880219-0083,0
52,WSJ880219-0112,0
52,WSJ880219-0116,1
52,WSJ880223-0149,0
52,WSJ880225-0023,0
52,WSJ880225-0032,0
52,WSJ880225-0128,0
52,WSJ880225-0133,1
52,WSJ880226-0021,0
52,WSJ880301-0144,0
52,WSJ880301-0148,0
52,WSJ880302-0001,0
52,WSJ880309-0008,1
52,WSJ880310-0003,0
52,WSJ880314-0097,0
52,WSJ880316-0141,1
52,WSJ880322-0043,0
52,WSJ880322-0101,0
52,WSJ880322-0145,0
52,WSJ880323-0020,0
52,WSJ880325-0021,0
52,WSJ880330-0006,0
